	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
0.5219	0	NA	NA	NA	NA	NA
PLCXD2-AS1	0.392550721	-0.327995691	0.910816489	-0.360111719	0.71876359	NA
RN7SL288P	0.063703052	0.137278438	2.963396966	0.046324687	0.963051463	NA
C21orf91-OT1	0.154022999	-0.782338029	1.576484862	-0.496254704	0.619714719	NA
RN7SL776P	0	NA	NA	NA	NA	NA
0.522	0	NA	NA	NA	NA	NA
0.5221	0	NA	NA	NA	NA	NA
0.5222	0.118935461	0.306008288	1.895953232	0.161400758	0.87177777	NA
0.5223	0	NA	NA	NA	NA	NA
RPL36AP21	0.248326627	0.785559394	1.211343322	0.648502683	0.516659876	NA
0.5224	0.069589054	0.297575756	2.963396966	0.100417109	0.920013187	NA
0.5225	0.152643791	0.154145289	1.578331114	0.097663467	0.922199526	NA
MTND4LP7	0.107320641	-0.166448798	2.289743884	-0.072693195	0.942050264	NA
0.5226	0	NA	NA	NA	NA	NA
UBA52P8	0.809690813	-0.255925866	0.641292597	-0.399078155	0.689835618	NA
MTND2P14	0	NA	NA	NA	NA	NA
0.5227	0	NA	NA	NA	NA	NA
RN7SL231P	0	NA	NA	NA	NA	NA
NPM1P28	0	NA	NA	NA	NA	NA
0.5228	0.173226428	-0.158014817	1.819062293	-0.086866083	0.930777959	NA
0.5229	0.080652064	-0.166444167	2.963396966	-0.056166679	0.955209025	NA
RPL9P25	0	NA	NA	NA	NA	NA
RN7SL23P	0.888033307	-0.664545566	0.578525722	-1.148688019	0.250684648	NA
MTND3P7	0	NA	NA	NA	NA	NA
0.523	0	NA	NA	NA	NA	NA
RPL21P4	0	NA	NA	NA	NA	NA
RN7SL77P	0	NA	NA	NA	NA	NA
0.5231	0	NA	NA	NA	NA	NA
RPS15P9	0.054701627	-0.174880183	2.963396966	-0.059013418	0.952941421	NA
RN7SL497P	0	NA	NA	NA	NA	NA
RN7SL328P	0.183055027	-0.782338248	1.541520737	-0.507510687	0.61179654	NA
0.5233	0.056278765	-0.487038803	2.963396966	-0.164351523	0.869454424	NA
RN7SL645P	0	NA	NA	NA	NA	NA
C1QTNF9-AS1	0.023486532	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
RN7SL128P	0.036531779	0.137278438	2.963396966	0.046324687	0.963051463	NA
RPL19P14	0	NA	NA	NA	NA	NA
KRTAP4-7	0	NA	NA	NA	NA	NA
RPS29P22	0.060836257	0.137278438	2.963396966	0.046324687	0.963051463	NA
0.5234	0	NA	NA	NA	NA	NA
RN7SL521P	0.355154845	-0.429760943	1.04670058	-0.410586324	0.681375894	NA
0.5235	0	NA	NA	NA	NA	NA
0.5236	0.395366851	0.504558693	0.946561647	0.533043669	0.594003351	NA
0.5237	0	NA	NA	NA	NA	NA
0.5238	0.366687357	-0.943042549	0.882314695	-1.068827885	0.285147232	NA
LINC02042	0.058672991	-0.014582864	2.963396966	-0.004920996	0.996073629	NA
0.5239	0	NA	NA	NA	NA	NA
APOOP2	0.018633711	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
RN7SL798P	0.04021652	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
H2BP3	0	NA	NA	NA	NA	NA
0.5241	0.321303113	-0.133470789	1.116515222	-0.119542293	0.904845736	NA
0.5242	0.03789513	-0.174880183	2.963396966	-0.059013418	0.952941421	NA
LSAMP-AS1	0.450442356	0.017955177	0.858967276	0.020903214	0.983322863	NA
RPS20P31	0.078441878	-0.326741491	2.96270454	-0.110284872	0.912183454	NA
RN7SL209P	0	NA	NA	NA	NA	NA
0.5243	0.02636308	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
0.5244	0	NA	NA	NA	NA	NA
PLGLA	0.049540926	-0.487038803	2.963396966	-0.164351523	0.869454424	NA
RN7SL554P	0	NA	NA	NA	NA	NA
RN7SL591P	0	NA	NA	NA	NA	NA
MTCO2P6	0	NA	NA	NA	NA	NA
RPL4P1	0.696626071	-0.196911831	0.616843909	-0.319224731	0.749556105	NA
ST13P14	0	NA	NA	NA	NA	NA
0.5246	0.800343683	-2.359218179	0.836021828	-2.821957635	0.004773148	NA
RN7SL415P	0	NA	NA	NA	NA	NA
0.5247	0	NA	NA	NA	NA	NA
RN7SL751P	0.057156238	-0.487038803	2.963396966	-0.164351523	0.869454424	NA
RN7SL681P	0.05774181	0.137278438	2.963396966	0.046324687	0.963051463	NA
0.5248	0	NA	NA	NA	NA	NA
RPS27AP10	0.050395839	-0.174880183	2.963396966	-0.059013418	0.952941421	NA
0.5249	0.04021652	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
RN7SL283P	0	NA	NA	NA	NA	NA
0.525	0	NA	NA	NA	NA	NA
0.5251	0	NA	NA	NA	NA	NA
0.5252	0	NA	NA	NA	NA	NA
RPL23AP67	0.191715313	-0.309878993	1.348158375	-0.229853554	0.818205569	NA
RPS23P4	0	NA	NA	NA	NA	NA
RN7SL459P	0.064828763	-0.326741485	2.963396966	-0.110259101	0.912203892	NA
0.5253	0.217083431	-1.058641753	1.800535399	-0.587959422	0.55655953	NA
0.5254	0.581579813	0.373379231	0.680041742	0.549053401	0.582968803	NA
RN7SL183P	0	NA	NA	NA	NA	NA
RPL32P13	0	NA	NA	NA	NA	NA
0.5255	0.405166734	-1.031133709	0.868076016	-1.187838036	0.234897226	NA
0.5256	0	NA	NA	NA	NA	NA
0.5257	0	NA	NA	NA	NA	NA
RCC2P5	0	NA	NA	NA	NA	NA
RPL32P24	0	NA	NA	NA	NA	NA
NIPA2P2	0	NA	NA	NA	NA	NA
0.5258	0.023207355	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
RPL29P24	0.532307135	-0.758228881	0.824608607	-0.919501536	0.357833302	NA
RN7SL709P	0	NA	NA	NA	NA	NA
0.5259	0	NA	NA	NA	NA	NA
RN7SL335P	0	NA	NA	NA	NA	NA
0.526	0.026940191	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
RPL7P43	0.016361026	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
0.5261	0	NA	NA	NA	NA	NA
RPL23AP70	0	NA	NA	NA	NA	NA
0.5262	0.025099927	-0.335177501	2.963396966	-0.113105839	0.909946646	NA
0.5263	0.259553118	-0.60111798	0.926060928	-0.649112776	0.516265484	NA
0.5264	0	NA	NA	NA	NA	NA
RN7SL110P	0.028156067	-0.335177501	2.963396966	-0.113105839	0.909946646	NA
RPL17P40	0.022647851	-0.335177501	2.963396966	-0.113105839	0.909946646	NA
0.5265	0	NA	NA	NA	NA	NA
0.5266	0	NA	NA	NA	NA	NA
RN7SL813P	0.021534105	-0.335177501	2.963396966	-0.113105839	0.909946646	NA
RPL22P2	0.719861099	0.516063521	0.642886258	0.802729122	0.422131317	NA
RN7SL259P	0	NA	NA	NA	NA	NA
0.5267	0	NA	NA	NA	NA	NA
RPL17P44	0.113161594	-0.790763492	2.790749741	-0.283351631	0.776907302	NA
0.5268	0	NA	NA	NA	NA	NA
LINC01994	0	NA	NA	NA	NA	NA
PRICKLE2-AS2	0.034508387	-0.335177501	2.963396966	-0.113105839	0.909946646	NA
0.5269	0	NA	NA	NA	NA	NA
RPL35AP11	0	NA	NA	NA	NA	NA
CEACAMP10	0	NA	NA	NA	NA	NA
0.527	0	NA	NA	NA	NA	NA
PRICKLE2-AS1	0.23481403	0.010718436	1.074448872	0.009975753	0.992040633	NA
RPL29P14	0.283741188	-0.141143728	1.200031513	-0.117616685	0.906371384	NA
0.5271	0	NA	NA	NA	NA	NA
UGT1A9	0.530815461	-0.741814081	0.963547698	-0.769877903	0.441372323	NA
HMGN1P8	0.568883424	-0.126502927	0.743022251	-0.170254561	0.864809945	NA
KRTAP10-5	0.027747988	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
OR14A2	0	NA	NA	NA	NA	NA
RPL22P19	0.107840307	-0.166448809	2.287990637	-0.072748903	0.942005933	NA
RPL32P30	0.025099927	-0.335177501	2.963396966	-0.113105839	0.909946646	NA
LINC02032	0	NA	NA	NA	NA	NA
BET1P1	0.019573344	-0.335177501	2.963396966	-0.113105839	0.909946646	NA
LINC00881	0.516638505	-0.143685537	0.831326079	-0.172838963	0.86277801	NA
PAICSP6	0	NA	NA	NA	NA	NA
RPL32P9	0	NA	NA	NA	NA	NA
RN7SL728P	0.30919813	-1.23466452	0.983600182	-1.255250398	0.209387875	NA
RPL7P41	0.031178838	-0.335177501	2.963396966	-0.113105839	0.909946646	NA
ZNF722P	0.032214316	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
LINC02066	0.09793209	-0.014583657	2.84550518	-0.005125156	0.995910735	NA
RN7SL720P	0	NA	NA	NA	NA	NA
RN7SL582P	0	NA	NA	NA	NA	NA
RPL32P32	0.020170754	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
RN7SL160P	0	NA	NA	NA	NA	NA
RN7SL617P	0	NA	NA	NA	NA	NA
0.5272	0.080820574	0.297575756	2.963396966	0.100417109	0.920013187	NA
0.5273	0.081229175	-0.166444182	2.961430879	-0.056203973	0.955179316	NA
RN7SL70P	0	NA	NA	NA	NA	NA
RN7SL570P	0	NA	NA	NA	NA	NA
RN7SL494P	0.184109234	-0.622037696	1.824281402	-0.340976834	0.733121022	NA
0.5275	0	NA	NA	NA	NA	NA
0.5276	0	NA	NA	NA	NA	NA
0.5277	0	NA	NA	NA	NA	NA
0.5278	0.128532243	-0.470175138	1.895498464	-0.248048282	0.80409705	NA
0.5279	0.041281562	-0.174880183	2.963396966	-0.059013418	0.952941421	NA
RN7SL165P	0.042654287	-0.174880183	2.963396966	-0.059013418	0.952941421	NA
RN7SL191P	0	NA	NA	NA	NA	NA
ZNF736P7Y	0	NA	NA	NA	NA	NA
ZIC4-AS1	0	NA	NA	NA	NA	NA
HMGN2P26	0	NA	NA	NA	NA	NA
0.528	0	NA	NA	NA	NA	NA
0.5281	0.046634031	-0.487038803	2.963396966	-0.164351523	0.869454424	NA
IQCJ-SCHIP1-AS1	0.031178838	-0.335177501	2.963396966	-0.113105839	0.909946646	NA
LINC02024	0	NA	NA	NA	NA	NA
SNAPC5P1	0	NA	NA	NA	NA	NA
RN7SL809P	0.815466932	0.622765868	0.610688289	1.019776996	0.307834236	NA
CSP2	0.292575446	-0.279870998	1.092257529	-0.256231695	0.797771937	NA
0.5282	0.182215784	-0.309878962	1.356517504	-0.228437128	0.819306429	NA
0.5283	0.032214316	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
MTND4LP17	0	NA	NA	NA	NA	NA
RN7SL39P	0	NA	NA	NA	NA	NA
NMTRS-TGA3-1	0	NA	NA	NA	NA	NA
RN7SL836P	0.023486532	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
RN7SL553P	0	NA	NA	NA	NA	NA
RPL12P31	0	NA	NA	NA	NA	NA
RN7SL443P	0.017824758	-0.335177501	2.963396966	-0.113105839	0.909946646	NA
RN7SL801P	0.029517696	-0.335177501	2.963396966	-0.113105839	0.909946646	NA
0.5284	0	NA	NA	NA	NA	NA
KRTAP5-8	0.403726142	0.009945463	0.956333144	0.01039958	0.991702485	NA
KRTAP4-16	0	NA	NA	NA	NA	NA
RN7SL629P	0	NA	NA	NA	NA	NA
RN7SL302P	0.023094647	-0.335177501	2.963396966	-0.113105839	0.909946646	NA
RN7SL727P	0	NA	NA	NA	NA	NA
RPL17P20	0	NA	NA	NA	NA	NA
0.5285	0	NA	NA	NA	NA	NA
0.5286	0.394001723	1.305640248	1.146472202	1.138832888	0.254772862	NA
0.5287	0	NA	NA	NA	NA	NA
RPL17P19	0	NA	NA	NA	NA	NA
0.5289	0.134721632	-0.630471162	2.229254956	-0.282816983	0.777317135	NA
0.529	0.024940685	-0.335177501	2.963396966	-0.113105839	0.909946646	NA
RPL34P33	0.070184102	-0.174880183	2.963396966	-0.059013418	0.952941421	NA
RPL29P25	0	NA	NA	NA	NA	NA
RN7SL791P	0	NA	NA	NA	NA	NA
PPATP1	0.415847383	0.87402845	0.740759381	1.179908715	0.238036523	NA
ZBTB20-AS2	0	NA	NA	NA	NA	NA
ACTG1P13	0	NA	NA	NA	NA	NA
0.5291	0.264640747	-0.751329563	1.20184557	-0.625146509	0.531874905	NA
WWTR1-AS1	0.813338254	1.240164099	0.818303204	1.515531277	0.129637916	NA
0.5292	0	NA	NA	NA	NA	NA
SETP6	0	NA	NA	NA	NA	NA
CDRT1	0.514793207	1.505216186	0.790361642	1.904465128	0.056849634	NA
0.5293	0.105021818	-0.478608753	2.297624904	-0.20830587	0.834990149	NA
0.5294	0	NA	NA	NA	NA	NA
LINC02070	0	NA	NA	NA	NA	NA
RN7SL385P	0.019573344	-0.335177501	2.963396966	-0.113105839	0.909946646	NA
RPL35AP33	0	NA	NA	NA	NA	NA
LINC01487	0	NA	NA	NA	NA	NA
RPL21P47	0	NA	NA	NA	NA	NA
0.5295	0	NA	NA	NA	NA	NA
SNRPCP11	0.151421258	0.772440626	1.852194644	0.417040741	0.676648608	NA
RN7SL466P	0	NA	NA	NA	NA	NA
PMS2P11	0.04092997	-0.174880183	2.963396966	-0.059013418	0.952941421	NA
PPP1R2P4	0	NA	NA	NA	NA	NA
0.5297	0	NA	NA	NA	NA	NA
OR5G3	0.289324207	1.08751189	1.601900031	0.678888738	0.497208362	NA
0.5298	0	NA	NA	NA	NA	NA
0.5299	0.360263383	-0.382819494	1.138341696	-0.336295767	0.736647842	NA
RPL7AP23	0	NA	NA	NA	NA	NA
LINC01192	0	NA	NA	NA	NA	NA
LINC01997	0	NA	NA	NA	NA	NA
0.53	0	NA	NA	NA	NA	NA
RN7SL234P	0	NA	NA	NA	NA	NA
RN7SL205P	0	NA	NA	NA	NA	NA
RN7SL344P	0.028156067	-0.335177501	2.963396966	-0.113105839	0.909946646	NA
LINC00903	0	NA	NA	NA	NA	NA
0.5301	0.074875962	0.297575756	2.963396966	0.100417109	0.920013187	NA
RN7SL515P	0	NA	NA	NA	NA	NA
0.5302	0	NA	NA	NA	NA	NA
0.5303	0	NA	NA	NA	NA	NA
RN7SL441P	0.054111068	0.137278438	2.963396966	0.046324687	0.963051463	NA
KRT8P13	0.501317127	0.189875104	0.734350766	0.258561865	0.79597331	NA
MCRIP2P1	0	NA	NA	NA	NA	NA
RN7SL505P	0.023486532	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
RPL21P103	0	NA	NA	NA	NA	NA
EEF1A1P25	0.387977951	-0.416555036	0.882647272	-0.471938281	0.636970843	NA
0.5304	0	NA	NA	NA	NA	NA
TDGF1P6	0.071617383	-0.174880183	2.963396966	-0.059013418	0.952941421	NA
0.5305	0.04021652	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
0.5306	0.103358746	0.306011342	2.853186963	0.107252467	0.914588692	NA
RPS27P22	0	NA	NA	NA	NA	NA
0.5307	0.089534055	-0.326742131	2.89227889	-0.112970479	0.91005396	NA
PLSCR5-AS1	0	NA	NA	NA	NA	NA
RPL7P19	1.098528732	-0.248593081	0.550166123	-0.451850942	0.651376368	NA
RN7SL182P	0	NA	NA	NA	NA	NA
0.5308	0	NA	NA	NA	NA	NA
RPL39P38	0.464202893	0.489317911	0.969899656	0.504503644	0.613907502	NA
LINC00635	0.021534105	-0.335177501	2.963396966	-0.113105839	0.909946646	NA
0.5309	0	NA	NA	NA	NA	NA
0.531	0.019559639	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
SSX2	0	NA	NA	NA	NA	NA
HSPA8P9	0.762225695	0.136886039	0.678334789	0.201797167	0.840075296	NA
MECOM-AS1	0.549919004	0.246879903	0.902223611	0.273634939	0.784365181	NA
RN7SL586P	0	NA	NA	NA	NA	NA
0.5312	0.422272883	-1.54098572	0.949606858	-1.622761786	0.104640338	NA
0.5313	0.087487122	0.457871415	2.36422644	0.193666481	0.846437039	NA
0.5315	0.048035333	-0.487038803	2.963396966	-0.164351523	0.869454424	NA
0.5316	0	NA	NA	NA	NA	NA
RPS15AP24	0.696396451	-0.927625585	0.659593597	-1.406359294	0.159617461	NA
0.5317	0.380363915	0.047805232	0.967950742	0.049388083	0.960610025	NA
RN7SL632P	0	NA	NA	NA	NA	NA
0.5318	0.408663339	0.509477837	0.918790929	0.554508998	0.57923055	NA
0.5319	0.024940685	-0.335177501	2.963396966	-0.113105839	0.909946646	NA
CA15P1	0.460315795	-0.961242366	0.774932609	-1.240420592	0.214819868	NA
RN7SL767P	0.516593273	-0.116132876	0.768492609	-0.151117753	0.879882828	NA
AGGF1P3	0.311073067	-0.244749754	1.022962974	-0.23925573	0.810907291	NA
CBX5P1	0.042766994	0.137278438	2.963396966	0.046324687	0.963051463	NA
0.532	0.077915871	0.145714454	2.963396966	0.049171426	0.960782683	NA
0.5321	0	NA	NA	NA	NA	NA
RN7SL369P	0	NA	NA	NA	NA	NA
LINC02029	0.153663512	0.634128891	2.232071706	0.284098799	0.776334667	NA
0.5322	0.026940191	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
RN7SL41P	0	NA	NA	NA	NA	NA
RN7SL58P	0	NA	NA	NA	NA	NA
0.5323	0.654433565	0.314714608	0.764357356	0.411737528	0.680531815	NA
ZBTB20-AS1	0.413358889	-0.259953421	0.892303762	-0.291328393	0.770800175	NA
RPL7P5	0	NA	NA	NA	NA	NA
RN7SL338P	0.182193056	-1.241419002	1.561771262	-0.794878887	0.426683957	NA
PAQR9-AS1	0.048195285	-0.174880183	2.963396966	-0.059013418	0.952941421	NA
ATP5F1AP7	0.383030041	-0.595179489	0.959521602	-0.620287743	0.535068363	NA
PRICKLE2-AS1.1	0	NA	NA	NA	NA	NA
0.5324	0	NA	NA	NA	NA	NA
0.5325	0.148848675	-0.782336093	1.857377562	-0.421204665	0.673605638	NA
RPL23AP8	0.044181956	-0.487038803	2.963396966	-0.164351523	0.869454424	NA
RN7SL482P	0.022647851	-0.335177501	2.963396966	-0.113105839	0.909946646	NA
RN7SL484P	0	NA	NA	NA	NA	NA
RPL17P37	0	NA	NA	NA	NA	NA
0.5326	0.04306821	-0.487038803	2.963396966	-0.164351523	0.869454424	NA
0.5327	0.051642599	-0.174880183	2.963396966	-0.059013418	0.952941421	NA
KRTAP9-4	0	NA	NA	NA	NA	NA
0.5328	0.02595094	-0.335177501	2.963396966	-0.113105839	0.909946646	NA
0.5329	0.064212214	-0.014582864	2.963396966	-0.004920996	0.996073629	NA
KRTAP5-4	0.379038689	0.793520563	1.334187772	0.594759283	0.552004388	NA
0.533	0	NA	NA	NA	NA	NA
RN7SL340P	0	NA	NA	NA	NA	NA
0.5331	0	NA	NA	NA	NA	NA
0.5332	0.42785632	0.868384854	0.893953192	0.971398571	0.33134984	NA
RN7SL618P	0	NA	NA	NA	NA	NA
GOLGA2P6	0	NA	NA	NA	NA	NA
RARRES2P1	0.349719401	-0.305803486	1.033015138	-0.296030014	0.76720716	NA
RN7SL18P	0	NA	NA	NA	NA	NA
RN7SL316P	0.019573344	-0.335177501	2.963396966	-0.113105839	0.909946646	NA
LINC01323	0	NA	NA	NA	NA	NA
0.5334	0.02636308	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
RPS23P6	0.364764997	0.546864481	1.067852241	0.512116246	0.608569655	NA
CADM2-AS2	0	NA	NA	NA	NA	NA
0.5335	0.115444615	-0.166448958	2.262902875	-0.073555503	0.941364079	NA
RN7SL253P	0.054519147	-0.174880183	2.963396966	-0.059013418	0.952941421	NA
RPL19P18	0.021534105	-0.335177501	2.963396966	-0.113105839	0.909946646	NA
UBA52P7	0	NA	NA	NA	NA	NA
PPP1R2P6	0.058100227	-0.487038803	2.963396966	-0.164351523	0.869454424	NA
RN7SL418P	0	NA	NA	NA	NA	NA
0.5336	0.544968257	-0.990336714	0.737727342	-1.34241563	0.17946127	NA
0.5337	0	NA	NA	NA	NA	NA
RPL19P11	0	NA	NA	NA	NA	NA
LINC01327	0	NA	NA	NA	NA	NA
0.5338	0.05126128	-0.174880183	2.963396966	-0.059013418	0.952941421	NA
RPS27P12	0	NA	NA	NA	NA	NA
0.5339	0.369379656	-0.228042243	0.8947404	-0.254869728	0.798823718	NA
0.534	0.297487516	-0.13243054	0.874285037	-0.151472958	0.879602641	NA
RPL31P49	0.338994133	0.489464821	0.840275519	0.582505155	0.56022647	NA
0.5341	0	NA	NA	NA	NA	NA
RN7SL704P	0.077455558	-0.638900106	2.963396966	-0.215597206	0.829301734	NA
GM2AP1	0	NA	NA	NA	NA	NA
LINC02053	0	NA	NA	NA	NA	NA
TMEFF1	0.205168642	0.002282346	1.337083829	0.001706958	0.998638045	NA
RN7SL265P	0.016361026	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
0.5342	0.492446802	-1.973463148	0.808705785	-2.440273317	0.014676153	NA
SUMO1P1	0.05178766	-0.174880183	2.963396966	-0.059013418	0.952941421	NA
0.5343	0	NA	NA	NA	NA	NA
0.5344	0	NA	NA	NA	NA	NA
0.5345	0	NA	NA	NA	NA	NA
FABP5P3	0.186883651	0.162581881	1.580225675	0.102885229	0.918054061	NA
ZNF90P1	0.047762439	-0.174880183	2.963396966	-0.059013418	0.952941421	NA
0.5346	0.038199108	0.137278438	2.963396966	0.046324687	0.963051463	NA
0.5347	0	NA	NA	NA	NA	NA
RN7SL788P	0	NA	NA	NA	NA	NA
0.5348	0.034994737	0.137278438	2.963396966	0.046324687	0.963051463	NA
0.5349	0	NA	NA	NA	NA	NA
RN7SL83P	0	NA	NA	NA	NA	NA
RN7SL714P	0	NA	NA	NA	NA	NA
RPS26P45	0.09556584	-0.478608488	2.331278785	-0.205298693	0.837338765	NA
LINC01324	0	NA	NA	NA	NA	NA
0.5351	0.743873715	0.820896551	0.671277433	1.222887157	0.22137232	NA
0.5352	0.245130181	-0.301442328	1.353230288	-0.222757597	0.823724171	NA
0.5353	0	NA	NA	NA	NA	NA
0.5354	0.415398655	-0.267765735	0.957028242	-0.27978875	0.779639583	NA
0.5355	0.500686306	-1.826538257	0.820693656	-2.225602992	0.026040786	NA
RN7SL390P	0.024940685	-0.335177501	2.963396966	-0.113105839	0.909946646	NA
MTND4P16	0	NA	NA	NA	NA	NA
COX6B1P2	0.164949946	-0.149578043	1.881701456	-0.079490847	0.936642212	NA
RN7SL504P	0	NA	NA	NA	NA	NA
ENO1P4	0	NA	NA	NA	NA	NA
RN7SL817P	0.026940191	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
0.5356	0	NA	NA	NA	NA	NA
SPRR2A	0.287742206	0.855563533	1.875301232	0.456227255	0.648226569	NA
0.5357	0	NA	NA	NA	NA	NA
RN7SL319P	0	NA	NA	NA	NA	NA
RPS15AP34	0	NA	NA	NA	NA	NA
0.5358	0	NA	NA	NA	NA	NA
HMGN2P13	0	NA	NA	NA	NA	NA
0.5359	0	NA	NA	NA	NA	NA
SCG5-AS1	0.078908249	-0.638900151	2.959488116	-0.215881979	0.829079745	NA
RN7SL170P	0	NA	NA	NA	NA	NA
RPL7P42	0.024306342	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
0.536	0	NA	NA	NA	NA	NA
RPL21P54	0.08324494	-0.326741784	2.930715352	-0.111488748	0.911228788	NA
CECR3	0.692335136	-0.766950892	0.813926128	-0.942285627	0.346046425	NA
RN7SL149P	0	NA	NA	NA	NA	NA
0.5361	0	NA	NA	NA	NA	NA
0.5362	0	NA	NA	NA	NA	NA
0.5363	0	NA	NA	NA	NA	NA
0.5364	0.093191434	-0.478603532	2.888655519	-0.165683838	0.868405766	NA
GAPDHP50	0	NA	NA	NA	NA	NA
RN7SL401P	0	NA	NA	NA	NA	NA
RN7SL434P	0.075308103	0.297575756	2.963396966	0.100417109	0.920013187	NA
RN7SL363P	0	NA	NA	NA	NA	NA
0.5365	0	NA	NA	NA	NA	NA
TOMM22P6	0	NA	NA	NA	NA	NA
0.5366	0	NA	NA	NA	NA	NA
KLF3P2	0	NA	NA	NA	NA	NA
0.5367	0	NA	NA	NA	NA	NA
0.5368	0	NA	NA	NA	NA	NA
0.5369	0.028621941	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
RPSAP37	0	NA	NA	NA	NA	NA
RPL13P4	0.131735672	-0.318313195	1.868725933	-0.170337014	0.864745104	NA
RPL9P6	0	NA	NA	NA	NA	NA
TPT1P3	0	NA	NA	NA	NA	NA
NDUFS6P1	0	NA	NA	NA	NA	NA
RPS20P4	0.233586795	0.010718437	1.075043346	0.009970237	0.992045033	NA
TRBVB	0.018639469	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
0.5372	0.049003596	-0.487038803	2.963396966	-0.164351523	0.869454424	NA
RPS29P21	0	NA	NA	NA	NA	NA
0.5373	0	NA	NA	NA	NA	NA
0.5374	0.033824319	-0.335177501	2.963396966	-0.113105839	0.909946646	NA
RPL14P3	0.580540867	0.65222602	0.769321658	0.847793655	0.396552897	NA
MTCO1P55	0	NA	NA	NA	NA	NA
0.5375	0	NA	NA	NA	NA	NA
RPL35AP34	0	NA	NA	NA	NA	NA
DENND6A-DT	0.038193351	0.137278438	2.963396966	0.046324687	0.963051463	NA
RN7SL517P	0	NA	NA	NA	NA	NA
RPL32P26	0.024306342	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
RPS20P20	0	NA	NA	NA	NA	NA
RN7SL188P	0	NA	NA	NA	NA	NA
0.5376	0	NA	NA	NA	NA	NA
HNRNPA1P24	0	NA	NA	NA	NA	NA
RPL29P23	0	NA	NA	NA	NA	NA
0.5377	0.186630971	-0.309878977	1.352572931	-0.229103341	0.818788597	NA
0.5378	0.027747988	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
RN7SL76P	0.132205977	-0.166449235	2.215658988	-0.075124031	0.940116028	NA
0.5379	0	NA	NA	NA	NA	NA
0.538	1.063625618	0.18774444	0.541789379	0.346526616	0.728946985	NA
RN7SL655P	0	NA	NA	NA	NA	NA
RN7SL135P	0	NA	NA	NA	NA	NA
RPS2P25	0	NA	NA	NA	NA	NA
0.5382	0.054701627	-0.174880183	2.963396966	-0.059013418	0.952941421	NA
RN7SL566P	0.482374334	0.233767807	0.832023389	0.280963023	0.778738761	NA
RPL7AP2	0.384185019	0.256412825	1.047817668	0.244711301	0.806679977	NA
WWTR1-IT1	0.171069086	0.306008975	2.14891799	0.142401421	0.88676294	NA
0.5383	0.023105213	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
RN7SL831P	0	NA	NA	NA	NA	NA
RPL38P1	0	NA	NA	NA	NA	NA
RN7SL323P	0	NA	NA	NA	NA	NA
0.5384	0.031178838	-0.335177501	2.963396966	-0.113105839	0.909946646	NA
0.5385	0	NA	NA	NA	NA	NA
0.5386	0	NA	NA	NA	NA	NA
RN7SL26P	0	NA	NA	NA	NA	NA
ALG1L15P	0.357613878	-0.447393684	0.921427448	-0.485544125	0.627290421	NA
KIR3DL3	0.151573603	0.154147288	2.217583134	0.069511391	0.944582566	NA
RN7SL68P	0.324464158	-0.411716933	1.233176136	-0.333867094	0.738479852	NA
0.5387	0	NA	NA	NA	NA	NA
0.5388	0	NA	NA	NA	NA	NA
0.5389	0.118520186	-0.318306883	2.795302482	-0.113872071	0.909339206	NA
0.539	0	NA	NA	NA	NA	NA
RPL35AP28	0	NA	NA	NA	NA	NA
LINC01743	0.02636308	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
0.5391	0.913675116	0.557233311	0.778489621	0.71578772	0.474122436	NA
DNAJB8-AS1	0	NA	NA	NA	NA	NA
RPL10P7	0.195822535	0.314443737	1.344687152	0.233841557	0.815107986	NA
RPS4XP19	0	NA	NA	NA	NA	NA
RPS3AP49	0.28200359	-0.14114373	1.19938411	-0.117680173	0.906321077	NA
0.5392	0.020170754	-0.023018881	2.963396966	-0.007767734	0.993802307	NA
MARK2P6	0	NA	NA	NA	NA	NA
RN7SL291P	0	NA	NA	NA	NA	NA
